ATM_ID,Date,Year,Month,Month_Name,Day,Week_Number,Quarter,Day_of_Week,Day_of_Week_Encoded,Is_Weekend,Time_of_Day,Time_of_Day_Encoded,Total_Withdrawals,Total_Deposits,Withdrawal_Deposit_Ratio,Location_Type,Location_Type_Encoded,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Cash_Utilization_Rate,Weather_Condition,Weather_Condition_Encoded,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
ATM_0030,2023-08-08,2023,8,August,8,32,3,Tuesday,2,0,Morning,1,61877,7146,8.65775850006996,Gas Station,5,0,0,117049,0.5286373344724477,Rainy,2,5,66552
ATM_0026,2022-07-09,2022,7,July,9,27,3,Saturday,6,1,Evening,3,31562,17260,1.8285151497595735,Gas Station,5,0,0,100282,0.3147293160356192,Clear,1,5,9898
ATM_0005,2023-01-30,2023,1,January,30,5,1,Monday,1,0,Evening,3,41053,8504,4.826925338036449,Supermarket,2,0,0,116178,0.3533599015312578,Cloudy,3,2,34426
ATM_0045,2023-09-20,2023,9,September,20,38,3,Wednesday,3,0,Afternoon,2,41233,4115,10.017735665694849,Mall,3,0,0,136410,0.3022703447669176,Snowy,4,5,31646
ATM_0004,2023-06-12,2023,6,June,12,24,2,Monday,1,0,Evening,3,41504,14158,2.9312804576594393,Mall,3,0,0,104189,0.39834916978596796,Snowy,4,3,38026
ATM_0040,2022-02-11,2022,2,February,11,6,1,Friday,5,0,Evening,3,35231,9058,3.8890606027155314,Standalone,1,0,0,123862,0.2844352227864657,Clear,1,4,30326
ATM_0046,2022-07-29,2022,7,July,29,30,3,Friday,5,0,Afternoon,2,43105,4600,9.368615518365573,Standalone,1,0,0,87728,0.4913426575020803,Clear,1,5,37187
ATM_0031,2023-08-18,2023,8,August,18,33,3,Friday,5,0,Afternoon,2,52943,9959,5.315562248995984,Bank Branch,4,0,0,103161,0.5132025358174521,Snowy,4,4,52505
ATM_0044,2023-03-10,2023,3,March,10,10,1,Friday,5,0,Evening,3,56326,16550,3.403178055706604,Mall,3,0,0,95680,0.5886853189243424,Snowy,4,3,45187
ATM_0032,2023-05-29,2023,5,May,29,22,2,Monday,1,0,Morning,1,64062,4539,14.11057268722467,Gas Station,5,0,0,94926,0.6748554152137959,Snowy,4,3,51339
ATM_0040,2023-01-12,2023,1,January,12,2,1,Thursday,4,0,Morning,1,44822,12446,3.601028360247449,Bank Branch,4,0,0,113727,0.394115785030951,Cloudy,3,0,32222
ATM_0006,2023-02-05,2023,2,February,5,5,1,Sunday,7,1,Afternoon,2,37416,17209,2.1740848343986054,Standalone,1,0,1,89752,0.416877430280882,Clear,1,0,30407
ATM_0011,2022-10-10,2022,10,October,10,41,4,Monday,1,0,Morning,1,50837,8451,6.014789398958826,Bank Branch,4,0,0,122920,0.41357457228626515,Rainy,2,4,34809
ATM_0041,2022-01-24,2022,1,January,24,4,1,Monday,1,0,Evening,3,7437,7731,0.9618468701500259,Gas Station,5,1,1,134524,0.05528340457164096,Rainy,2,3,15361
ATM_0023,2023-03-07,2023,3,March,7,10,1,Tuesday,2,0,Night,4,55343,16307,3.393610497915134,Mall,3,0,0,86656,0.638644310326921,Clear,1,0,43256
ATM_0015,2023-06-17,2023,6,June,17,24,2,Saturday,6,1,Evening,3,39005,2275,17.137521968365554,Gas Station,5,0,0,89213,0.4372071647947632,Snowy,4,3,42832
ATM_0038,2023-11-13,2023,11,November,13,46,4,Monday,1,0,Night,4,39811,0,39811.0,Gas Station,5,0,0,110464,0.3603946951523107,Rainy,2,2,37561
ATM_0011,2022-09-24,2022,9,September,24,38,3,Saturday,6,1,Afternoon,2,31695,0,31695.0,Gas Station,5,0,0,43353,0.7310744106656826,Snowy,4,0,32529
ATM_0010,2022-12-28,2022,12,December,28,52,4,Wednesday,3,0,Evening,3,46615,16945,2.7507966481765607,Gas Station,5,0,1,112746,0.4134478079239359,Rainy,2,5,43370
ATM_0035,2022-10-20,2022,10,October,20,42,4,Thursday,4,0,Afternoon,2,74244,1916,38.72926447574335,Bank Branch,4,0,0,95412,0.778132958821125,Rainy,2,1,85284
ATM_0016,2022-04-30,2022,4,April,30,17,2,Saturday,6,1,Morning,1,50683,13117,3.863622503430401,Standalone,1,0,0,114068,0.4443187895045981,Cloudy,3,2,34146
ATM_0024,2022-07-08,2022,7,July,8,27,3,Friday,5,0,Afternoon,2,82323,11230,7.329979520968747,Supermarket,2,0,0,83954,0.9805610148293729,Snowy,4,2,70590
ATM_0010,2023-01-17,2023,1,January,17,3,1,Tuesday,2,0,Night,4,41516,7643,5.431187859759288,Supermarket,2,0,1,114368,0.3630004634122883,Snowy,4,0,46587
ATM_0002,2023-02-19,2023,2,February,19,7,1,Sunday,7,1,Night,4,47633,5719,8.327447552447552,Bank Branch,4,0,1,100711,0.47296250695051234,Snowy,4,1,59100
ATM_0001,2023-07-14,2023,7,July,14,28,3,Friday,5,0,Evening,3,59784,1843,32.420824295010846,Standalone,1,0,0,109605,0.5454445924493184,Snowy,4,4,52114
ATM_0043,2022-05-31,2022,5,May,31,22,2,Tuesday,2,0,Night,4,34173,13463,2.538101604278075,Standalone,1,0,0,122116,0.2798381879672773,Cloudy,3,0,22998
ATM_0009,2023-11-26,2023,11,November,26,47,4,Sunday,7,1,Morning,1,46530,7117,6.536948581062096,Standalone,1,0,0,129420,0.3595243430355197,Rainy,2,3,45654
ATM_0023,2022-04-05,2022,4,April,5,14,2,Tuesday,2,0,Evening,3,39507,6019,6.562624584717608,Mall,3,0,0,80998,0.48774676230570746,Rainy,2,4,34387
ATM_0034,2022-08-16,2022,8,August,16,33,3,Tuesday,2,0,Evening,3,48759,11215,4.347271754636234,Bank Branch,4,0,0,119026,0.40964655078259554,Cloudy,3,5,35363
ATM_0043,2022-03-31,2022,3,March,31,13,1,Thursday,4,0,Night,4,57903,12550,4.613417257589036,Bank Branch,4,0,0,125451,0.46155501705831714,Clear,1,5,37179
ATM_0024,2023-02-12,2023,2,February,12,6,1,Sunday,7,1,Afternoon,2,35107,2773,12.655731795241529,Gas Station,5,0,0,113325,0.30978769214478585,Snowy,4,0,31008
ATM_0019,2022-12-20,2022,12,December,20,51,4,Tuesday,2,0,Evening,3,58669,17034,3.444027003228647,Standalone,1,0,1,90317,0.649582585974003,Clear,1,1,49129
ATM_0047,2023-03-31,2023,3,March,31,13,1,Friday,5,0,Night,4,40874,12962,3.1531281339196173,Gas Station,5,0,0,108192,0.37778784209699334,Cloudy,3,5,24774
ATM_0027,2022-05-23,2022,5,May,23,21,2,Monday,1,0,Morning,1,55354,21941,2.5227417737672044,Bank Branch,4,0,0,123685,0.4475365037271801,Cloudy,3,4,47411
ATM_0022,2022-03-09,2022,3,March,9,10,1,Wednesday,3,0,Night,4,60842,10558,5.762098683587461,Mall,3,0,0,120143,0.506408975895592,Snowy,4,3,40856
ATM_0012,2023-07-24,2023,7,July,24,30,3,Monday,1,0,Night,4,57769,9595,6.02011254689454,Supermarket,2,0,0,36591,1.5787330564057718,Rainy,2,1,39802
ATM_0012,2023-01-26,2023,1,January,26,4,1,Thursday,4,0,Evening,3,73890,10096,7.318015252055066,Supermarket,2,0,0,76220,0.9694178769630417,Snowy,4,4,72353
ATM_0020,2023-05-21,2023,5,May,21,20,2,Sunday,7,1,Night,4,49251,11454,4.299519860323003,Bank Branch,4,0,0,119156,0.4133286336514011,Clear,1,1,31259
ATM_0017,2022-11-04,2022,11,November,4,44,4,Friday,5,0,Night,4,38136,10170,3.749483826565726,Mall,3,0,0,72699,0.524566712517194,Snowy,4,3,33525
ATM_0012,2023-05-19,2023,5,May,19,20,2,Friday,5,0,Afternoon,2,60522,10008,6.046757917873913,Mall,3,0,0,108295,0.5588572061756667,Snowy,4,3,50657
ATM_0005,2023-09-06,2023,9,September,6,36,3,Wednesday,3,0,Evening,3,52079,4569,11.395842450765864,Supermarket,2,0,0,82634,0.6302293217159799,Cloudy,3,2,46136
ATM_0041,2023-12-04,2023,12,December,4,49,4,Monday,1,0,Night,4,51467,8820,5.834599251785511,Mall,3,0,0,91862,0.560258210596214,Clear,1,2,54203
ATM_0011,2023-08-19,2023,8,August,19,33,3,Saturday,6,1,Morning,1,41978,11474,3.6582135076252724,Bank Branch,4,0,0,70054,0.599214902576547,Rainy,2,2,39751
ATM_0011,2022-02-24,2022,2,February,24,8,1,Thursday,4,0,Evening,3,69214,3650,18.95754587784169,Standalone,1,0,0,113376,0.610476551681558,Snowy,4,0,71709
ATM_0019,2022-10-26,2022,10,October,26,43,4,Wednesday,3,0,Morning,1,35083,11247,3.119043385490754,Supermarket,2,0,0,76338,0.4595685036482008,Rainy,2,0,28003
ATM_0039,2022-06-21,2022,6,June,21,25,2,Tuesday,2,0,Evening,3,46208,10075,4.585946804287416,Standalone,1,0,0,80503,0.5739839014210474,Snowy,4,2,42269
ATM_0044,2023-12-16,2023,12,December,16,50,4,Saturday,6,1,Evening,3,59683,10096,5.910963652570071,Mall,3,0,0,53593,1.113613464193753,Snowy,4,1,60459
ATM_0001,2022-05-21,2022,5,May,21,20,2,Saturday,6,1,Evening,3,61739,4523,13.646993810786915,Standalone,1,0,0,36465,1.6930565458235067,Cloudy,3,2,66160
ATM_0011,2022-04-15,2022,4,April,15,15,2,Friday,5,0,Afternoon,2,24639,5107,4.82361002349256,Bank Branch,4,0,0,155104,0.15885367976532028,Rainy,2,4,17479
ATM_0040,2023-12-08,2023,12,December,8,49,4,Friday,5,0,Morning,1,45415,0,45415.0,Gas Station,5,0,0,96594,0.47015891091671413,Clear,1,0,38272
ATM_0009,2022-01-18,2022,1,January,18,3,1,Tuesday,2,0,Night,4,48280,11321,4.2642642642642645,Standalone,1,0,0,96997,0.49774222148910285,Snowy,4,1,38694
ATM_0029,2023-09-04,2023,9,September,4,36,3,Monday,1,0,Evening,3,31039,12430,2.496902904030247,Bank Branch,4,0,0,61012,0.50872764820612,Clear,1,5,23250
ATM_0008,2022-08-16,2022,8,August,16,33,3,Tuesday,2,0,Afternoon,2,57605,9713,5.930100885320156,Bank Branch,4,0,0,72091,0.7990484381068634,Snowy,4,1,44614
ATM_0014,2022-05-14,2022,5,May,14,19,2,Saturday,6,1,Morning,1,39381,6304,6.2459952418715305,Gas Station,5,0,0,113046,0.34835953187612234,Clear,1,0,39459
ATM_0002,2023-05-11,2023,5,May,11,19,2,Thursday,4,0,Night,4,71409,7902,9.035682652157409,Mall,3,0,0,115129,0.6202466776687223,Clear,1,5,56099
ATM_0033,2023-08-31,2023,8,August,31,35,3,Thursday,4,0,Morning,1,21289,11536,1.8452804021842766,Gas Station,5,0,0,95044,0.2239886369614393,Snowy,4,0,10096
ATM_0005,2022-11-05,2022,11,November,5,44,4,Saturday,6,1,Morning,1,59414,8602,6.906195513193072,Mall,3,0,0,96833,0.6135654831980503,Rainy,2,4,54594
ATM_0013,2022-07-09,2022,7,July,9,27,3,Saturday,6,1,Evening,3,47242,9686,4.87684525652937,Mall,3,0,0,104824,0.45067493441450035,Snowy,4,4,47759
ATM_0023,2022-12-27,2022,12,December,27,52,4,Tuesday,2,0,Afternoon,2,63852,4746,13.451021697914472,Supermarket,2,0,0,117375,0.5439953653217012,Rainy,2,4,49767
ATM_0037,2022-03-11,2022,3,March,11,10,1,Friday,5,0,Morning,1,32204,12939,2.4887171561051002,Supermarket,2,0,0,112394,0.2865252012989902,Rainy,2,5,23918
ATM_0013,2022-10-16,2022,10,October,16,41,4,Sunday,7,1,Afternoon,2,42972,6206,6.923151280811987,Supermarket,2,0,0,127017,0.3383142546725661,Clear,1,1,40310
ATM_0033,2023-12-26,2023,12,December,26,52,4,Tuesday,2,0,Night,4,40194,13427,2.993297587131367,Standalone,1,0,0,97167,0.41365470113617653,Rainy,2,3,30306
ATM_0044,2022-04-20,2022,4,April,20,16,2,Wednesday,3,0,Afternoon,2,17326,7352,2.356317149462804,Standalone,1,0,1,88763,0.19519174440088324,Cloudy,3,1,18943
ATM_0033,2022-08-22,2022,8,August,22,34,3,Monday,1,0,Night,4,57190,12655,4.518805309734513,Mall,3,0,0,102977,0.5553613393151935,Snowy,4,0,49269
ATM_0030,2022-04-23,2022,4,April,23,16,2,Saturday,6,1,Afternoon,2,63061,14744,4.2767717870464566,Gas Station,5,0,0,102613,0.6145457734812014,Snowy,4,4,44760
ATM_0047,2022-02-11,2022,2,February,11,6,1,Friday,5,0,Morning,1,47877,6564,7.292764661081493,Standalone,1,0,0,72988,0.6559481565715382,Cloudy,3,2,38291
ATM_0030,2023-09-07,2023,9,September,7,36,3,Thursday,4,0,Evening,3,52863,9818,5.383745798961198,Gas Station,5,0,0,102938,0.5135371433567453,Cloudy,3,2,34427
ATM_0028,2022-07-13,2022,7,July,13,28,3,Wednesday,3,0,Morning,1,42168,25384,1.6611384675989758,Gas Station,5,0,1,127202,0.33150161552793567,Snowy,4,1,35346
ATM_0001,2023-11-22,2023,11,November,22,47,4,Wednesday,3,0,Night,4,40879,4927,8.295251623376624,Mall,3,0,0,73198,0.5584639134414404,Clear,1,0,29752
ATM_0010,2023-02-09,2023,2,February,9,6,1,Thursday,4,0,Night,4,56483,6593,8.565817409766455,Supermarket,2,0,1,119356,0.47322737669344905,Rainy,2,0,51474
ATM_0024,2022-07-23,2022,7,July,23,29,3,Saturday,6,1,Evening,3,64906,16869,3.84742145820984,Bank Branch,4,0,0,82952,0.7824430701722662,Cloudy,3,0,42707
ATM_0015,2023-03-11,2023,3,March,11,10,1,Saturday,6,1,Night,4,57130,6141,9.30153044610876,Standalone,1,0,0,132190,0.43217768229304565,Snowy,4,5,61661
ATM_0026,2022-12-31,2022,12,December,31,52,4,Saturday,6,1,Night,4,37668,3903,9.648565573770492,Supermarket,2,1,1,88611,0.4250891527106938,Cloudy,3,4,47423
ATM_0018,2022-05-31,2022,5,May,31,22,2,Tuesday,2,0,Night,4,48139,1557,30.897946084724005,Mall,3,0,0,77599,0.6203479381443299,Cloudy,3,3,51988
ATM_0015,2023-10-06,2023,10,October,6,40,4,Friday,5,0,Afternoon,2,44121,4911,8.982288273615636,Mall,3,0,0,79451,0.5553164174595983,Clear,1,0,45196
ATM_0032,2023-11-26,2023,11,November,26,47,4,Sunday,7,1,Morning,1,44400,7517,5.905826017557861,Bank Branch,4,0,0,76930,0.5771405545228842,Snowy,4,1,31279
ATM_0020,2023-09-29,2023,9,September,29,39,3,Friday,5,0,Morning,1,42226,16626,2.53960425813436,Mall,3,0,0,116542,0.3623212033326755,Cloudy,3,3,33376
ATM_0013,2022-10-28,2022,10,October,28,43,4,Friday,5,0,Night,4,52369,15313,3.419681337338383,Gas Station,5,0,0,92487,0.5662248075426001,Snowy,4,4,42751
ATM_0035,2022-01-19,2022,1,January,19,3,1,Wednesday,3,0,Morning,1,74955,11526,6.502559208814088,Gas Station,5,0,0,111747,0.6707502595124745,Clear,1,3,54606
ATM_0029,2022-11-19,2022,11,November,19,46,4,Saturday,6,1,Night,4,71212,7757,9.179169889146687,Gas Station,5,0,0,104771,0.6796854121330126,Clear,1,1,65627
ATM_0036,2023-11-07,2023,11,November,7,45,4,Tuesday,2,0,Evening,3,66448,0,66448.0,Bank Branch,4,0,0,130689,0.5084398194200015,Rainy,2,2,75386
ATM_0046,2023-02-03,2023,2,February,3,5,1,Friday,5,0,Night,4,66835,10015,6.672823482428115,Mall,3,0,0,124599,0.5363964686998395,Cloudy,3,5,74210
ATM_0036,2023-12-03,2023,12,December,3,48,4,Sunday,7,1,Night,4,64740,2999,21.58,Gas Station,5,0,0,111745,0.5793495964061354,Rainy,2,4,51168
ATM_0004,2023-02-05,2023,2,February,5,5,1,Sunday,7,1,Evening,3,46915,18740,2.503334934101702,Gas Station,5,0,0,120801,0.38836277545073755,Cloudy,3,4,29543
ATM_0044,2022-12-28,2022,12,December,28,52,4,Wednesday,3,0,Evening,3,44214,12172,3.632136695966483,Standalone,1,0,0,104804,0.42186918563045656,Clear,1,1,38421
ATM_0024,2022-12-24,2022,12,December,24,51,4,Saturday,6,1,Morning,1,68796,11634,5.912849162011173,Standalone,1,1,0,72214,0.9526552655265527,Cloudy,3,2,75584
ATM_0023,2023-02-26,2023,2,February,26,8,1,Sunday,7,1,Evening,3,49227,12515,3.933125599232982,Mall,3,0,0,93625,0.5257834362249802,Rainy,2,1,49863
ATM_0042,2022-11-16,2022,11,November,16,46,4,Wednesday,3,0,Morning,1,34552,6721,5.1401368640285625,Mall,3,0,0,95285,0.36261360535650566,Clear,1,2,33248
ATM_0011,2022-01-21,2022,1,January,21,3,1,Friday,5,0,Evening,3,45583,17263,2.640349860982391,Mall,3,0,0,130574,0.3490943901972047,Cloudy,3,4,30981
ATM_0033,2023-03-08,2023,3,March,8,10,1,Wednesday,3,0,Evening,3,48784,2639,18.47878787878788,Mall,3,0,0,72523,0.6726600849374,Clear,1,2,46903
ATM_0025,2023-08-08,2023,8,August,8,32,3,Tuesday,2,0,Night,4,55844,0,55844.0,Standalone,1,0,0,76040,0.7343932878315645,Cloudy,3,0,50874
ATM_0045,2023-11-23,2023,11,November,23,47,4,Thursday,4,0,Afternoon,2,63306,12824,4.936140350877193,Standalone,1,0,0,132715,0.4770035263268935,Snowy,4,1,60446
ATM_0040,2022-11-03,2022,11,November,3,44,4,Thursday,4,0,Evening,3,52888,21960,2.4082692044988843,Gas Station,5,0,0,58012,0.9116577318876804,Clear,1,4,30931
ATM_0014,2022-10-22,2022,10,October,22,42,4,Saturday,6,1,Evening,3,60248,9425,6.391682580097602,Mall,3,0,0,111335,0.5411367392397787,Cloudy,3,1,54484
ATM_0040,2022-04-05,2022,4,April,5,14,2,Tuesday,2,0,Morning,1,60671,25564,2.3732055544690005,Supermarket,2,0,0,116160,0.5223009443789224,Clear,1,4,37409
ATM_0034,2023-05-02,2023,5,May,2,18,2,Tuesday,2,0,Night,4,37279,1021,36.47651663405088,Bank Branch,4,0,0,93398,0.3991370357284339,Clear,1,5,32673
ATM_0020,2023-06-01,2023,6,June,1,22,2,Thursday,4,0,Evening,3,65727,12438,5.283945654795401,Gas Station,5,0,0,85315,0.7703947676871865,Snowy,4,1,47462
ATM_0027,2023-02-16,2023,2,February,16,7,1,Thursday,4,0,Evening,3,47877,17991,2.661016007114273,Supermarket,2,0,0,114670,0.4175161985157538,Rainy,2,0,24785
ATM_0041,2023-12-22,2023,12,December,22,51,4,Friday,5,0,Afternoon,2,51149,7441,6.873018005912389,Supermarket,2,0,0,57905,0.8833108831554588,Cloudy,3,2,54027
ATM_0041,2023-06-30,2023,6,June,30,26,2,Friday,5,0,Night,4,80632,9710,8.303161363402328,Supermarket,2,0,0,85297,0.9452976623133016,Clear,1,4,65118
ATM_0013,2023-01-09,2023,1,January,9,2,1,Monday,1,0,Night,4,84156,3827,21.984326018808776,Bank Branch,4,0,0,79360,1.0604201055934275,Snowy,4,3,80779
ATM_0027,2022-11-23,2022,11,November,23,47,4,Wednesday,3,0,Morning,1,43396,3819,11.36020942408377,Bank Branch,4,0,0,125086,0.34692653912876636,Snowy,4,2,47304
ATM_0042,2022-06-14,2022,6,June,14,24,2,Tuesday,2,0,Evening,3,60965,12692,4.803041046245962,Supermarket,2,0,0,114314,0.5333070900581726,Rainy,2,0,41539
ATM_0010,2022-07-16,2022,7,July,16,28,3,Saturday,6,1,Morning,1,85915,20925,4.105658033068909,Bank Branch,4,0,0,86265,0.9959311895764265,Snowy,4,3,69650
ATM_0032,2023-07-28,2023,7,July,28,30,3,Friday,5,0,Night,4,57486,1538,37.35282651072125,Gas Station,5,0,0,96592,0.5951362935202343,Clear,1,1,61936
ATM_0011,2022-10-07,2022,10,October,7,40,4,Friday,5,0,Afternoon,2,37807,0,37807.0,Mall,3,0,0,99559,0.3797408597830454,Snowy,4,5,36908
ATM_0036,2022-06-30,2022,6,June,30,26,2,Thursday,4,0,Morning,1,60935,11755,5.183310649880912,Gas Station,5,0,0,106833,0.5703708557200892,Clear,1,0,39104
ATM_0021,2023-09-09,2023,9,September,9,36,3,Saturday,6,1,Evening,3,45930,3917,11.72281776416539,Mall,3,0,1,77569,0.592110351940183,Cloudy,3,2,49351
ATM_0043,2023-11-05,2023,11,November,5,44,4,Sunday,7,1,Morning,1,47922,7880,6.080700418728588,Gas Station,5,0,1,93896,0.5103677433783826,Rainy,2,1,43541
ATM_0008,2023-08-08,2023,8,August,8,32,3,Tuesday,2,0,Morning,1,65703,13718,4.789197463371966,Supermarket,2,0,0,95902,0.6850984849274788,Snowy,4,3,62263
ATM_0006,2022-09-01,2022,9,September,1,35,3,Thursday,4,0,Morning,1,49691,11445,4.341341953520881,Standalone,1,0,0,76421,0.6502185234618304,Cloudy,3,5,48476
ATM_0048,2022-08-30,2022,8,August,30,35,3,Tuesday,2,0,Night,4,46704,13047,3.5793991416309012,Bank Branch,4,0,0,68892,0.6779208337566952,Rainy,2,1,38177
ATM_0018,2023-03-27,2023,3,March,27,13,1,Monday,1,0,Night,4,50619,15185,3.333267483208218,Standalone,1,0,0,106688,0.4744537862385063,Clear,1,3,43222
ATM_0035,2023-01-19,2023,1,January,19,3,1,Thursday,4,0,Morning,1,72171,10422,6.924206082701717,Standalone,1,0,0,78614,0.9180309101316543,Cloudy,3,5,60177
ATM_0016,2022-10-12,2022,10,October,12,41,4,Wednesday,3,0,Afternoon,2,64344,21623,2.9755826859045507,Standalone,1,0,0,99659,0.6456351595424443,Snowy,4,2,36336
ATM_0002,2023-10-23,2023,10,October,23,43,4,Monday,1,0,Morning,1,57575,896,64.18617614269789,Mall,3,0,0,85884,0.670373173429586,Rainy,2,2,66406
ATM_0036,2023-01-29,2023,1,January,29,4,1,Sunday,7,1,Evening,3,29120,18520,1.5722693159116679,Standalone,1,0,1,97697,0.2980613728018997,Clear,1,4,17772
ATM_0016,2023-03-30,2023,3,March,30,13,1,Thursday,4,0,Night,4,44811,6165,7.267434317223484,Mall,3,0,1,101361,0.4420887512085397,Cloudy,3,2,54146
ATM_0020,2022-04-03,2022,4,April,3,13,2,Sunday,7,1,Afternoon,2,65431,12508,5.2307138860020785,Standalone,1,0,0,104966,0.6233482904150829,Rainy,2,3,58993
ATM_0041,2022-11-21,2022,11,November,21,47,4,Monday,1,0,Night,4,51171,4850,10.548546691403834,Mall,3,0,0,100921,0.507035136045659,Clear,1,3,49015
ATM_0031,2023-02-27,2023,2,February,27,9,1,Monday,1,0,Evening,3,42790,22696,1.8852711812133762,Gas Station,5,0,0,99202,0.43133776196284385,Clear,1,1,34799
ATM_0045,2022-09-25,2022,9,September,25,38,3,Sunday,7,1,Morning,1,28936,18366,1.57543420264605,Standalone,1,0,0,88210,0.328031651381347,Snowy,4,3,18209
ATM_0045,2022-01-29,2022,1,January,29,4,1,Saturday,6,1,Morning,1,29291,7819,3.7456521739130433,Bank Branch,4,0,0,94847,0.3088204284750337,Rainy,2,0,19070
ATM_0026,2022-07-24,2022,7,July,24,29,3,Sunday,7,1,Evening,3,48955,8631,5.671339202965709,Standalone,1,0,0,99714,0.49094920523491953,Clear,1,1,33023
ATM_0016,2023-06-13,2023,6,June,13,24,2,Tuesday,2,0,Afternoon,2,52243,10489,4.980266920877026,Supermarket,2,0,0,108720,0.4805235419100266,Snowy,4,3,33537
ATM_0031,2022-05-17,2022,5,May,17,20,2,Tuesday,2,0,Evening,3,62657,11963,5.237128050819124,Bank Branch,4,0,0,109071,0.574455405603638,Snowy,4,2,55494
ATM_0013,2022-03-28,2022,3,March,28,13,1,Monday,1,0,Night,4,57192,13644,4.191425430560645,Standalone,1,0,0,86152,0.6638422341647998,Cloudy,3,4,55787
ATM_0015,2022-01-22,2022,1,January,22,3,1,Saturday,6,1,Morning,1,40114,15169,2.6442979564930784,Supermarket,2,0,0,91850,0.4367290503097408,Rainy,2,0,26567
ATM_0030,2022-07-23,2022,7,July,23,29,3,Saturday,6,1,Evening,3,48135,8943,5.381820214669052,Bank Branch,4,0,0,114932,0.41880921928427867,Cloudy,3,4,40178
ATM_0017,2022-06-02,2022,6,June,2,22,2,Thursday,4,0,Morning,1,54883,12590,4.358907155905012,Standalone,1,0,0,89415,0.613793951865438,Clear,1,0,57156
ATM_0046,2023-06-23,2023,6,June,23,25,2,Friday,5,0,Night,4,36960,9945,3.7160667605067363,Gas Station,5,0,0,102747,0.3597150309495075,Cloudy,3,0,24532
ATM_0015,2024-01-01,2024,1,January,1,1,1,Monday,1,0,Afternoon,2,93772,11365,8.250219954249516,Bank Branch,4,1,1,58507,1.60272099541943,Snowy,4,2,103254
ATM_0048,2023-05-22,2023,5,May,22,21,2,Monday,1,0,Night,4,61919,14868,4.164301567018629,Bank Branch,4,0,0,89928,0.6885320641839674,Rainy,2,4,53698
ATM_0014,2022-10-17,2022,10,October,17,42,4,Monday,1,0,Afternoon,2,47740,6169,7.7374392220421395,Gas Station,5,0,0,77438,0.6164852335386563,Rainy,2,0,36838
ATM_0019,2022-09-26,2022,9,September,26,39,3,Monday,1,0,Afternoon,2,43780,5024,8.712437810945273,Supermarket,2,0,0,110993,0.3944357352649693,Rainy,2,2,38224
ATM_0038,2023-12-02,2023,12,December,2,48,4,Saturday,6,1,Night,4,77021,9375,8.214697098976108,Mall,3,0,0,100313,0.7677991107921127,Rainy,2,2,55217
ATM_0045,2023-02-12,2023,2,February,12,6,1,Sunday,7,1,Afternoon,2,53279,7768,6.857896769210966,Gas Station,5,0,0,95987,0.5550589657040463,Snowy,4,0,44425
ATM_0007,2023-07-25,2023,7,July,25,30,3,Tuesday,2,0,Morning,1,55512,8155,6.8062775870524765,Mall,3,0,0,104276,0.5323513334675911,Rainy,2,3,53517
ATM_0023,2023-09-13,2023,9,September,13,37,3,Wednesday,3,0,Morning,1,40468,9793,4.131917500510516,Mall,3,0,0,111120,0.3641795880166665,Cloudy,3,2,33349
ATM_0026,2023-11-19,2023,11,November,19,46,4,Sunday,7,1,Evening,3,41130,15147,2.7152099287034592,Bank Branch,4,0,1,93262,0.44101090464600107,Clear,1,4,42590
ATM_0012,2022-09-24,2022,9,September,24,38,3,Saturday,6,1,Afternoon,2,45038,7449,6.0453691275167785,Supermarket,2,0,0,102989,0.43730459267890087,Snowy,4,3,39695
ATM_0009,2022-04-02,2022,4,April,2,13,2,Saturday,6,1,Evening,3,61561,15799,3.89626582278481,Supermarket,2,0,0,89880,0.6849167232229281,Snowy,4,0,53312
ATM_0021,2022-02-15,2022,2,February,15,7,1,Tuesday,2,0,Afternoon,2,51607,4607,11.19943576388889,Gas Station,5,0,0,96494,0.5348152754028707,Snowy,4,5,55171
ATM_0024,2023-03-17,2023,3,March,17,11,1,Friday,5,0,Evening,3,55989,11454,4.887734613705805,Standalone,1,0,0,89859,0.6230692187847763,Snowy,4,4,41409
ATM_0021,2023-03-23,2023,3,March,23,12,1,Thursday,4,0,Afternoon,2,76771,10067,7.625248311481923,Standalone,1,0,0,95502,0.8038595646210067,Cloudy,3,1,68556
ATM_0036,2023-11-05,2023,11,November,5,44,4,Sunday,7,1,Night,4,36068,7855,4.591140529531568,Mall,3,0,0,108316,0.3329855885964345,Clear,1,1,33860
ATM_0012,2022-02-06,2022,2,February,6,5,1,Sunday,7,1,Night,4,77114,12530,6.153858431090894,Standalone,1,0,0,78879,0.9776115618661257,Cloudy,3,3,72675
ATM_0008,2023-05-22,2023,5,May,22,21,2,Monday,1,0,Morning,1,46145,3010,15.325473264696114,Gas Station,5,0,0,124051,0.37198110469802986,Cloudy,3,3,51265
ATM_0032,2022-04-26,2022,4,April,26,17,2,Tuesday,2,0,Afternoon,2,48470,5787,8.374222529371112,Mall,3,0,0,115017,0.4214123006833713,Rainy,2,2,42882
ATM_0012,2022-06-22,2022,6,June,22,25,2,Wednesday,3,0,Evening,3,59816,7000,8.54392229681474,Supermarket,2,0,0,68824,0.8691027969487831,Rainy,2,4,62716
